GAME_DATE,TEAM_NAME,MATCHUP,WIN,PTS,IS_HOME
2020-08-03,Utah Jazz,UTA vs. LAL,0,108,1
2020-08-03,Oklahoma City Thunder,OKC vs. DEN,0,113,1
2020-08-03,Toronto Raptors,TOR @ MIA,1,107,0
2020-08-03,Miami Heat,MIA vs. TOR,0,103,1
2020-08-02,Boston Celtics,BOS vs. POR,1,128,1
2020-08-02,San Antonio Spurs,SAS @ MEM,1,108,0
2020-08-02,Washington Wizards,WAS @ BKN,0,110,0
2020-08-02,Memphis Grizzlies,MEM vs. SAS,0,106,1
2020-08-02,New York Liberty,NYL vs. PHO,0,67,1
2020-08-02,Milwaukee Bucks,MIL @ HOU,0,116,0
2020-08-02,Phoenix Suns,PHX vs. DAL,1,117,1
2020-08-02,Phoenix Mercury,PHO @ NYL,1,96,0
2020-08-02,Atlanta Dream,ATL @ IND,0,77,0
2020-08-02,Orlando Magic,ORL vs. SAC,1,132,1
2020-08-02,Brooklyn Nets,BKN vs. WAS,1,118,1
2020-08-02,Indiana Fever,IND vs. ATL,1,93,1
2020-08-02,Dallas Mavericks,DAL @ PHX,0,115,0
2020-08-02,Houston Rockets,HOU vs. MIL,1,120,1
2020-08-02,Las Vegas Aces,LVA vs. DAL,1,79,1
2020-08-02,Sacramento Kings,SAC @ ORL,0,116,0
2020-08-02,Dallas Wings,DAL @ LVA,0,70,0
2020-08-02,Portland Trail Blazers,POR @ BOS,0,124,0
2020-08-01,Connecticut Sun,CON vs. MIN,0,69,1
2020-08-01,LA Clippers,LAC vs. NOP,1,126,1
2020-08-01,Toronto Raptors,TOR vs. LAL,1,107,1
2020-08-01,Oklahoma City Thunder,OKC vs. UTA,1,110,1
2020-08-01,Indiana Pacers,IND vs. PHI,1,127,1
2020-08-01,New Orleans Pelicans,NOP @ LAC,0,103,0
2020-08-01,Washington Mystics,WAS @ CHI,0,86,0
2020-08-01,Seattle Storm,SEA vs. LAS,1,81,1
2020-08-01,Denver Nuggets,DEN vs. MIA,0,105,1
2020-08-01,Miami Heat,MIA @ DEN,1,125,0
2020-08-01,Minnesota Lynx,MIN @ CON,1,78,0
2020-08-01,Chicago Sky,CHI vs. WAS,1,88,1
2020-08-01,Philadelphia 76ers,PHI @ IND,0,121,0
2020-08-01,Los Angeles Sparks,LAS @ SEA,0,75,0
2020-08-01,Los Angeles Lakers,LAL @ TOR,0,92,0
2020-08-01,Utah Jazz,UTA @ OKC,0,94,0
2020-07-31,Las Vegas Aces,LVA @ PHO,0,95,0
2020-07-31,San Antonio Spurs,SAS vs. SAC,1,129,1
2020-07-31,New York Liberty,NYL @ ATL,0,78,0
2020-07-31,Sacramento Kings,SAC @ SAS,0,120,0
2020-07-31,Brooklyn Nets,BKN vs. ORL,0,118,1
2020-07-31,Indiana Fever,IND @ DAL,0,73,0
2020-07-31,Phoenix Mercury,PHO vs. LVA,1,102,1
2020-07-31,Milwaukee Bucks,MIL vs. BOS,1,119,1
2020-07-31,Portland Trail Blazers,POR vs. MEM,1,140,1
2020-07-31,Phoenix Suns,PHX @ WAS,1,125,0
2020-07-31,Orlando Magic,ORL @ BKN,1,128,0
2020-07-31,Dallas Wings,DAL vs. IND,1,76,1
2020-07-31,Washington Wizards,WAS vs. PHX,0,112,1
2020-07-31,Dallas Mavericks,DAL vs. HOU,0,149,1
2020-07-31,Boston Celtics,BOS @ MIL,0,112,0
2020-07-31,Memphis Grizzlies,MEM @ POR,0,135,0
2020-07-31,Houston Rockets,HOU @ DAL,1,153,0
2020-07-31,Atlanta Dream,ATL vs. NYL,1,84,1
2020-07-30,Chicago Sky,CHI @ MIN,0,81,0
2020-07-30,Connecticut Sun,CON @ LAS,0,76,0
2020-07-30,LA Clippers,LAC @ LAL,0,101,0
2020-07-30,Washington Mystics,WAS vs. SEA,1,89,1
2020-07-30,New Orleans Pelicans,NOP vs. UTA,0,104,1
2020-07-30,Minnesota Lynx,MIN vs. CHI,1,83,1
2020-07-30,Los Angeles Lakers,LAL vs. LAC,1,103,1
2020-07-30,Seattle Storm,SEA @ WAS,0,71,0
2020-07-30,Utah Jazz,UTA @ NOP,1,106,0
2020-07-30,Los Angeles Sparks,LAS vs. CON,1,81,1
2020-07-29,New York Liberty,NYL @ DAL,0,80,0
2020-07-29,Indiana Fever,IND vs. PHO,1,106,1
2020-07-29,Dallas Wings,DAL vs. NYL,1,93,1
2020-07-29,Atlanta Dream,ATL @ LVA,0,70,0
2020-07-29,Phoenix Mercury,PHO @ IND,0,100,0
2020-07-29,Las Vegas Aces,LVA vs. ATL,1,100,1
2020-07-28,Chicago Sky,CHI vs. LAS,1,96,1
2020-07-28,Washington Mystics,WAS @ CON,1,94,0
2020-07-28,Connecticut Sun,CON vs. WAS,0,89,1
2020-07-28,Minnesota Lynx,MIN @ SEA,0,66,0
2020-07-28,Seattle Storm,SEA vs. MIN,1,90,1
2020-07-28,Los Angeles Sparks,LAS @ CHI,0,78,0
2020-07-26,Las Vegas Aces,LVA vs. CHI,0,86,1
2020-07-26,Atlanta Dream,ATL vs. DAL,1,105,1
2020-07-26,Chicago Sky,CHI @ LVA,1,88,0
2020-07-26,Minnesota Lynx,MIN vs. CON,1,77,1
2020-07-26,Connecticut Sun,CON @ MIN,0,69,0
2020-07-26,Dallas Wings,DAL @ ATL,0,95,0
2020-07-25,New York Liberty,NYL vs. SEA,0,71,1
2020-07-25,Phoenix Mercury,PHO vs. LAS,0,76,1
2020-07-25,Los Angeles Sparks,LAS @ PHO,1,99,0
2020-07-25,Seattle Storm,SEA @ NYL,1,87,0
2020-07-25,Washington Mystics,WAS vs. IND,1,101,1
2020-07-25,Indiana Fever,IND @ WAS,0,76,0
2020-03-15,Iowa Wolves,IWA @ MHU,0,41,0
2020-03-15,Memphis Hustle,MHU vs. IWA,0,56,1
2020-03-11,Dallas Mavericks,DAL vs. DEN,1,113,1
2020-03-11,Charlotte Hornets,CHA @ MIA,1,109,0
2020-03-11,Miami Heat,MIA vs. CHA,0,98,1
2020-03-11,Denver Nuggets,DEN @ DAL,0,97,0
2020-03-11,College Park Skyhawks,CPS @ RAP,0,116,0
2020-03-11,Atlanta Hawks,ATL vs. NYK,0,131,1
2020-03-11,Grand Rapids Drive,GRD vs. FWN,0,103,1
2020-03-11,Austin Spurs,AUS @ SBL,0,138,0
2020-03-11,Iowa Wolves,IWA @ RGV,1,128,0
2020-03-11,South Bay Lakers,SBL vs. AUS,1,148,1
2020-03-11,Philadelphia 76ers,PHI vs. DET,1,124,1
2020-03-11,Detroit Pistons,DET @ PHI,0,106,0
2020-03-11,Oklahoma City Blue,OKL @ STO,0,127,0
2020-03-11,Fort Wayne Mad Ants,FWN @ GRD,1,111,0
2020-03-11,Maine Red Claws,MNE @ DEL,0,92,0
2020-03-11,New York Knicks,NYK @ ATL,1,136,0
2020-03-11,Stockton Kings,STO vs. OKL,1,131,1
2020-03-11,Delaware Blue Coats,DEL vs. MNE,1,113,1
2020-03-11,Rio Grande Valley Vipers,RGV vs. IWA,0,126,1
2020-03-11,Raptors 905,RAP vs. CPS,1,129,1
2020-03-10,Brooklyn Nets,BKN @ LAL,1,104,0
2020-03-10,Boston Celtics,BOS @ IND,1,114,0
2020-03-10,Dallas Mavericks,DAL @ SAS,0,109,0
2020-03-10,Los Angeles Lakers,LAL vs. BKN,0,102,1
2020-03-10,Golden State Warriors,GSW vs. LAC,0,107,1
2020-03-10,Indiana Pacers,IND vs. BOS,0,111,1
2020-03-10,Portland Trail Blazers,POR vs. PHX,1,121,1
2020-03-10,San Antonio Spurs,SAS vs. DAL,1,119,1
2020-03-10,Canton Charge,CTN @ WCB,1,105,0
2020-03-10,Memphis Grizzlies,MEM vs. ORL,0,115,1
2020-03-10,Cleveland Cavaliers,CLE @ CHI,0,103,0
2020-03-10,Agua Caliente Clippers,ACC vs. SBL,1,123,1
2020-03-10,Chicago Bulls,CHI vs. CLE,1,108,1
2020-03-10,Orlando Magic,ORL @ MEM,1,120,0
2020-03-10,Phoenix Suns,PHX @ POR,0,105,0
2020-03-10,Windy City Bulls,WCB vs. CTN,0,101,1
2020-03-10,Erie BayHawks,ERI @ LAK,0,120,0
2020-03-10,Minnesota Timberwolves,MIN @ HOU,0,111,0
2020-03-10,LA Clippers,LAC @ GSW,1,131,0
2020-03-10,New York Knicks,NYK @ WAS,0,115,0
2020-03-10,Lakeland Magic,LAK vs. ERI,1,131,1
2020-03-10,Washington Wizards,WAS vs. NYK,1,122,1
2020-03-10,Houston Rockets,HOU vs. MIN,1,117,1
2020-03-10,South Bay Lakers,SBL @ ACC,0,120,0
2020-03-09,Denver Nuggets,DEN vs. MIL,1,109,1
2020-03-09,Utah Jazz,UTA vs. TOR,0,92,1
2020-03-09,Charlotte Hornets,CHA @ ATL,0,138,0
2020-03-09,Atlanta Hawks,ATL vs. CHA,1,143,1
2020-03-09,Raptors 905,RAP vs. CPS,1,124,1
2020-03-09,Toronto Raptors,TOR @ UTA,1,101,0
2020-03-09,College Park Skyhawks,CPS @ RAP,0,120,0
2020-03-09,Milwaukee Bucks,MIL @ DEN,0,95,0
2020-03-08,Santa Cruz Warriors,SCW @ IWA,1,115,0
2020-03-08,New York Knicks,NYK vs. DET,1,96,1
2020-03-08,Toronto Raptors,TOR @ SAC,1,118,0
2020-03-08,Maine Red Claws,MNE vs. WCB,0,112,1
2020-03-08,Oklahoma City Blue,OKL @ AUS,0,113,0
2020-03-08,Milwaukee Bucks,MIL @ PHX,0,131,0
2020-03-08,Delaware Blue Coats,DEL vs. LAK,0,116,1
2020-03-08,San Antonio Spurs,SAS @ CLE,0,129,0
2020-03-08,Houston Rockets,HOU vs. ORL,0,106,1
2020-03-08,Greensboro Swarm,GBO @ LIN,1,116,0
2020-03-08,Phoenix Suns,PHX vs. MIL,1,140,1
2020-03-08,Los Angeles Lakers,LAL @ LAC,1,112,0
2020-03-08,LA Clippers,LAC vs. LAL,0,103,1
2020-03-08,Oklahoma City Thunder,OKC @ BOS,1,105,0
2020-03-08,Iowa Wolves,IWA vs. SCW,0,112,1
2020-03-08,Grand Rapids Drive,GRD @ FWN,0,103,0
2020-03-08,Texas Legends,TEX @ ACC,0,111,0
2020-03-08,Long Island Nets,LIN vs. GBO,0,98,1
2020-03-08,Chicago Bulls,CHI @ BKN,0,107,0
2020-03-08,Brooklyn Nets,BKN vs. CHI,1,110,1
2020-03-08,Orlando Magic,ORL @ HOU,1,126,0
2020-03-08,Sacramento Kings,SAC vs. TOR,0,113,1
2020-03-08,Dallas Mavericks,DAL vs. IND,0,109,1
2020-03-08,Fort Wayne Mad Ants,FWN vs. GRD,1,105,1
2020-03-08,Indiana Pacers,IND @ DAL,1,112,0
2020-03-08,Detroit Pistons,DET @ NYK,0,84,0
2020-03-08,Cleveland Cavaliers,CLE vs. SAS,1,132,1
2020-03-08,Austin Spurs,AUS vs. OKL,1,117,1
2020-03-08,Agua Caliente Clippers,ACC vs. TEX,1,117,1
2020-03-08,Windy City Bulls,WCB @ MNE,1,120,0
2020-03-08,New Orleans Pelicans,NOP @ MIN,1,120,0
2020-03-08,Lakeland Magic,LAK @ DEL,1,129,0
2020-03-08,Minnesota Timberwolves,MIN vs. NOP,0,107,1
2020-03-08,Boston Celtics,BOS vs. OKC,0,104,1
2020-03-08,Miami Heat,MIA @ WAS,1,100,0
2020-03-08,Washington Wizards,WAS vs. MIA,0,89,1
2020-03-07,Wisconsin Herd,WIS vs. CAP,1,136,1
2020-03-07,Memphis Grizzlies,MEM vs. ATL,1,118,1
2020-03-07,Denver Nuggets,DEN @ CLE,0,102,0
2020-03-07,Charlotte Hornets,CHA vs. HOU,1,108,1
2020-03-07,Houston Rockets,HOU @ CHA,0,99,0
2020-03-07,Raptors 905,RAP vs. DEL,1,117,1
2020-03-07,Rio Grande Valley Vipers,RGV vs. NAS,1,121,1
2020-03-07,Memphis Hustle,MHU @ SXF,0,112,0
2020-03-07,Atlanta Hawks,ATL @ MEM,0,101,0
2020-03-07,Detroit Pistons,DET vs. UTA,0,105,1
2020-03-07,Cleveland Cavaliers,CLE vs. DEN,1,104,1
2020-03-07,Northern Arizona Suns,NAS @ RGV,0,101,0
2020-03-07,Portland Trail Blazers,POR vs. SAC,0,111,1
2020-03-07,Erie BayHawks,ERI vs. CTN,1,123,1
2020-03-07,Golden State Warriors,GSW vs. PHI,1,118,1
2020-03-07,Utah Jazz,UTA @ DET,1,111,0
2020-03-07,South Bay Lakers,SBL @ STO,0,118,0
2020-03-07,Canton Charge,CTN @ ERI,0,115,0
2020-03-07,Philadelphia 76ers,PHI @ GSW,0,114,0
2020-03-07,Delaware Blue Coats,DEL @ RAP,0,98,0
2020-03-07,Sioux Falls Skyforce,SXF vs. MHU,1,120,1
2020-03-07,Stockton Kings,STO vs. SBL,1,126,1
2020-03-07,Sacramento Kings,SAC @ POR,1,123,0
2020-03-07,Capital City Go-Go,CAP @ WIS,0,122,0
2020-03-06,Salt Lake City Stars,SLC vs. IWA,1,102,1
2020-03-06,Chicago Bulls,CHI vs. IND,0,102,1
2020-03-06,Wisconsin Herd,WIS vs. WES,1,115,1
2020-03-06,Milwaukee Bucks,MIL @ LAL,0,103,0
2020-03-06,New York Knicks,NYK vs. OKC,0,103,1
2020-03-06,Northern Arizona Suns,NAS @ AUS,0,114,0
2020-03-06,Sioux Falls Skyforce,SXF vs. SCW,1,125,1
2020-03-06,Atlanta Hawks,ATL @ WAS,0,112,0
2020-03-06,Capital City Go-Go,CAP @ WCB,1,117,0
2020-03-06,Orlando Magic,ORL @ MIN,1,132,0
2020-03-06,Lakeland Magic,LAK @ LIN,1,133,0
2020-03-06,Indiana Pacers,IND @ CHI,1,108,0
2020-03-06,Miami Heat,MIA @ NOP,0,104,0
2020-03-06,Texas Legends,TEX @ ACC,1,100,0
2020-03-06,Brooklyn Nets,BKN vs. SAS,1,139,1
2020-03-06,Agua Caliente Clippers,ACC vs. TEX,0,97,1
2020-03-06,Boston Celtics,BOS vs. UTA,0,94,1
2020-03-06,Rio Grande Valley Vipers,RGV vs. OKL,1,134,1
2020-03-06,Erie BayHawks,ERI vs. GBO,1,134,1
2020-03-06,Grand Rapids Drive,GRD @ MNE,1,102,0
2020-03-06,Iowa Wolves,IWA @ SLC,0,98,0
2020-03-06,Long Island Nets,LIN vs. LAK,0,126,1
2020-03-06,Oklahoma City Blue,OKL @ RGV,0,125,0
2020-03-06,Phoenix Suns,PHX vs. POR,1,127,1
2020-03-06,College Park Skyhawks,CPS @ FWN,0,112,0
2020-03-06,New Orleans Pelicans,NOP vs. MIA,1,110,1
2020-03-06,Austin Spurs,AUS vs. NAS,1,117,1
2020-03-06,Oklahoma City Thunder,OKC @ NYK,1,126,0
2020-03-06,Greensboro Swarm,GBO @ ERI,0,129,0
2020-03-06,Westchester Knicks,WES @ WIS,0,109,0
2020-03-06,Memphis Grizzlies,MEM @ DAL,0,96,0
2020-03-06,Minnesota Timberwolves,MIN vs. ORL,0,118,1
2020-03-06,Los Angeles Lakers,LAL vs. MIL,1,113,1
2020-03-06,Santa Cruz Warriors,SCW @ SXF,0,102,0
2020-03-06,Fort Wayne Mad Ants,FWN vs. CPS,1,116,1
2020-03-06,Maine Red Claws,MNE vs. GRD,0,101,1
2020-03-06,Portland Trail Blazers,POR @ PHX,0,117,0
2020-03-06,Windy City Bulls,WCB vs. CAP,0,108,1
2020-03-06,Dallas Mavericks,DAL vs. MEM,1,121,1
2020-03-06,Utah Jazz,UTA @ BOS,1,99,0
2020-03-06,Washington Wizards,WAS vs. ATL,1,118,1
2020-03-06,San Antonio Spurs,SAS @ BKN,0,120,0
2020-03-05,Denver Nuggets,DEN @ CHA,1,114,0
2020-03-05,Toronto Raptors,TOR @ GSW,1,121,0
2020-03-05,Charlotte Hornets,CHA vs. DEN,0,112,1
2020-03-05,Houston Rockets,HOU vs. LAC,0,105,1
2020-03-05,LA Clippers,LAC @ HOU,1,120,0
2020-03-05,Philadelphia 76ers,PHI @ SAC,1,125,0
2020-03-05,Sacramento Kings,SAC vs. PHI,0,108,1
2020-03-05,Golden State Warriors,GSW vs. TOR,0,113,1
2020-03-04,Portland Trail Blazers,POR vs. WAS,1,125,1
2020-03-04,New York Knicks,NYK vs. UTA,0,104,1
2020-03-04,Santa Cruz Warriors,SCW @ SLC,0,95,0
2020-03-04,South Bay Lakers,SBL vs. STO,1,146,1
2020-03-04,Chicago Bulls,CHI @ MIN,0,108,0
2020-03-04,Canton Charge,CTN vs. WIS,1,108,1
2020-03-04,Boston Celtics,BOS @ CLE,1,112,0
2020-03-04,Minnesota Timberwolves,MIN vs. CHI,1,115,1
2020-03-04,Windy City Bulls,WCB vs. RAP,0,96,1
2020-03-04,Memphis Hustle,MHU @ OKL,0,113,0
2020-03-04,Northern Arizona Suns,NAS vs. IWA,0,131,1
2020-03-04,Washington Wizards,WAS @ POR,0,104,0
2020-03-04,Delaware Blue Coats,DEL @ LIN,0,108,0
2020-03-04,Stockton Kings,STO @ SBL,0,137,0
2020-03-04,New Orleans Pelicans,NOP @ DAL,0,123,0
2020-03-04,Salt Lake City Stars,SLC vs. SCW,1,101,1
2020-03-04,Oklahoma City Thunder,OKC @ DET,1,114,0
2020-03-04,Brooklyn Nets,BKN vs. MEM,0,79,1
2020-03-04,Long Island Nets,LIN vs. DEL,1,124,1
2020-03-04,Raptors 905,RAP @ WCB,1,113,0
2020-03-04,Milwaukee Bucks,MIL vs. IND,1,119,1
2020-03-04,Detroit Pistons,DET vs. OKC,0,107,1
2020-03-04,Miami Heat,MIA vs. ORL,1,116,1
2020-03-04,Orlando Magic,ORL @ MIA,0,113,0
2020-03-04,Wisconsin Herd,WIS @ CTN,0,106,0
2020-03-04,Cleveland Cavaliers,CLE vs. BOS,0,106,1
2020-03-04,Oklahoma City Blue,OKL vs. MHU,1,121,1
2020-03-04,Iowa Wolves,IWA @ NAS,1,138,0
2020-03-04,Indiana Pacers,IND @ MIL,0,100,0
2020-03-04,Utah Jazz,UTA @ NYK,1,112,0
2020-03-04,Dallas Mavericks,DAL vs. NOP,1,127,1
2020-03-04,Memphis Grizzlies,MEM @ BKN,1,118,0
2020-03-03,Minnesota Timberwolves,MIN @ NOP,1,139,0
2020-03-03,Los Angeles Lakers,LAL vs. PHI,1,120,1
2020-03-03,Philadelphia 76ers,PHI @ LAL,0,107,0
2020-03-03,Sacramento Kings,SAC vs. WAS,1,133,1
2020-03-03,Brooklyn Nets,BKN @ BOS,1,129,0
2020-03-03,Texas Legends,TEX @ AUS,1,124,0
2020-03-03,Washington Wizards,WAS @ SAC,0,126,0
2020-03-03,Erie BayHawks,ERI vs. LIN,0,116,1
2020-03-03,Charlotte Hornets,CHA vs. SAS,0,103,1
2020-03-03,Austin Spurs,AUS vs. TEX,0,119,1
2020-03-03,Denver Nuggets,DEN vs. GSW,0,100,1
2020-03-03,Toronto Raptors,TOR @ PHX,1,123,0
2020-03-03,Long Island Nets,LIN @ ERI,1,117,0
2020-03-03,New Orleans Pelicans,NOP vs. MIN,0,134,1
2020-03-03,Boston Celtics,BOS vs. BKN,0,120,1
2020-03-03,San Antonio Spurs,SAS @ CHA,1,104,0
2020-03-03,Phoenix Suns,PHX vs. TOR,0,114,1
2020-03-03,LA Clippers,LAC @ OKC,1,109,0
2020-03-03,Oklahoma City Thunder,OKC vs. LAC,0,94,1
2020-03-03,Golden State Warriors,GSW @ DEN,1,116,0
2020-03-03,Stockton Kings,STO @ ACC,1,116,0
2020-03-03,Agua Caliente Clippers,ACC vs. STO,0,110,1
2020-03-02,Cleveland Cavaliers,CLE vs. UTA,0,113,1
2020-03-02,New York Knicks,NYK vs. HOU,1,125,1
2020-03-02,Memphis Grizzlies,MEM @ ATL,1,127,0
2020-03-02,Atlanta Hawks,ATL vs. MEM,0,88,1
2020-03-02,San Antonio Spurs,SAS vs. IND,0,111,1
2020-03-02,Portland Trail Blazers,POR @ ORL,1,130,0
2020-03-02,South Bay Lakers,SBL @ SLC,0,128,0
2020-03-02,Chicago Bulls,CHI vs. DAL,1,109,1
2020-03-02,Salt Lake City Stars,SLC vs. SBL,1,134,1
2020-03-02,Orlando Magic,ORL vs. POR,0,107,1
2020-03-02,Milwaukee Bucks,MIL @ MIA,0,89,0
2020-03-02,Miami Heat,MIA vs. MIL,1,105,1
2020-03-02,Houston Rockets,HOU @ NYK,0,123,0
2020-03-02,Dallas Mavericks,DAL @ CHI,0,107,0
2020-03-02,Capital City Go-Go,CAP vs. DEL,0,102,1
2020-03-02,Utah Jazz,UTA @ CLE,1,126,0
2020-03-02,Indiana Pacers,IND @ SAS,1,116,0
2020-03-02,Delaware Blue Coats,DEL @ CAP,1,105,0
2020-03-01,LA Clippers,LAC vs. PHI,1,136,1
2020-03-01,Milwaukee Bucks,MIL @ CHA,1,93,0
2020-03-01,Washington Wizards,WAS @ GSW,1,124,0
2020-03-01,Canton Charge,CTN vs. FWN,1,111,1
2020-03-01,Charlotte Hornets,CHA vs. MIL,0,85,1
2020-03-01,Long Island Nets,LIN vs. RAP,1,118,1
2020-03-01,New Orleans Pelicans,NOP vs. LAL,0,114,1
2020-03-01,Philadelphia 76ers,PHI @ LAC,0,130,0
2020-03-01,Raptors 905,RAP @ LIN,0,111,0
2020-03-01,Stockton Kings,STO vs. RGV,0,105,1
2020-03-01,Rio Grande Valley Vipers,RGV @ STO,1,130,0
2020-03-01,Fort Wayne Mad Ants,FWN @ CTN,0,106,0
2020-03-01,Sacramento Kings,SAC vs. DET,1,106,1
2020-03-01,Golden State Warriors,GSW vs. WAS,0,110,1
2020-03-01,Los Angeles Lakers,LAL @ NOP,1,122,0
2020-03-01,Minnesota Timberwolves,MIN vs. DAL,0,91,1
2020-03-01,Toronto Raptors,TOR @ DEN,0,118,0
2020-03-01,Denver Nuggets,DEN vs. TOR,1,133,1
2020-03-01,Dallas Mavericks,DAL @ MIN,1,111,0
2020-03-01,Detroit Pistons,DET @ SAC,0,100,0
2020-02-29,San Antonio Spurs,SAS vs. ORL,1,114,1
2020-02-29,Erie BayHawks,ERI @ MNE,0,106,0
2020-02-29,Canton Charge,CTN vs. CAP,1,136,1
2020-02-29,Salt Lake City Stars,SLC @ MHU,1,113,0
2020-02-29,New York Knicks,NYK vs. CHI,1,125,1
2020-02-29,South Bay Lakers,SBL vs. ACC,1,123,1
2020-02-29,Santa Cruz Warriors,SCW vs. AUS,0,111,1
2020-02-29,Northern Arizona Suns,NAS @ TEX,0,110,0
2020-02-29,Miami Heat,MIA vs. BKN,1,116,1
2020-02-29,Wisconsin Herd,WIS @ WES,1,115,0
2020-02-29,Delaware Blue Coats,DEL vs. WCB,1,122,1
2020-02-29,Grand Rapids Drive,GRD vs. LAK,0,107,1
2020-02-29,Atlanta Hawks,ATL vs. POR,1,129,1
2020-02-29,Oklahoma City Blue,OKL vs. IWA,1,122,1
2020-02-29,Memphis Hustle,MHU vs. SLC,0,110,1
2020-02-29,Austin Spurs,AUS @ SCW,1,125,0
2020-02-29,Brooklyn Nets,BKN @ MIA,0,113,0
2020-02-29,Houston Rockets,HOU @ BOS,1,111,0
2020-02-29,Iowa Wolves,IWA @ OKL,0,107,0
2020-02-29,Golden State Warriors,GSW @ PHX,1,115,0
2020-02-29,Westchester Knicks,WES vs. WIS,0,108,1
2020-02-29,Portland Trail Blazers,POR @ ATL,0,117,0
2020-02-29,Memphis Grizzlies,MEM vs. LAL,1,105,1
2020-02-29,Windy City Bulls,WCB @ DEL,0,99,0
2020-02-29,Los Angeles Lakers,LAL @ MEM,0,88,0
2020-02-29,Agua Caliente Clippers,ACC @ SBL,0,118,0
2020-02-29,Indiana Pacers,IND @ CLE,1,113,0
2020-02-29,Texas Legends,TEX vs. NAS,1,131,1
2020-02-29,Chicago Bulls,CHI @ NYK,0,115,0
2020-02-29,Orlando Magic,ORL @ SAS,0,113,0
2020-02-29,Boston Celtics,BOS vs. HOU,0,110,1
2020-02-29,Greensboro Swarm,GBO vs. CPS,0,104,1
2020-02-29,Phoenix Suns,PHX vs. GSW,0,99,1
2020-02-29,Capital City Go-Go,CAP @ CTN,0,112,0
2020-02-29,Lakeland Magic,LAK @ GRD,1,121,0
2020-02-29,Maine Red Claws,MNE vs. ERI,1,119,1
2020-02-29,Cleveland Cavaliers,CLE vs. IND,0,104,1
2020-02-29,College Park Skyhawks,CPS @ GBO,1,125,0
2020-02-28,Greensboro Swarm,GBO vs. WCB,0,107,1
2020-02-28,Cleveland Cavaliers,CLE @ NOP,0,104,0
2020-02-28,Phoenix Suns,PHX vs. DET,0,111,1
2020-02-28,Santa Cruz Warriors,SCW vs. RGV,1,130,1
2020-02-28,Memphis Hustle,MHU vs. SLC,0,91,1
2020-02-28,Sioux Falls Skyforce,SXF @ TEX,0,117,0
2020-02-28,Sacramento Kings,SAC @ MEM,1,104,0
2020-02-28,Windy City Bulls,WCB @ GBO,1,110,0
2020-02-28,Washington Wizards,WAS @ UTA,0,119,0
2020-02-28,Salt Lake City Stars,SLC @ MHU,1,112,0
2020-02-28,Texas Legends,TEX vs. SXF,1,125,1
2020-02-28,Memphis Grizzlies,MEM vs. SAC,0,101,1
2020-02-28,Charlotte Hornets,CHA @ TOR,1,99,0
2020-02-28,Minnesota Timberwolves,MIN @ ORL,0,125,0
2020-02-28,Detroit Pistons,DET @ PHX,1,113,0
2020-02-28,Atlanta Hawks,ATL vs. BKN,1,141,1
2020-02-28,New Orleans Pelicans,NOP vs. CLE,1,116,1
2020-02-28,LA Clippers,LAC vs. DEN,1,132,1
2020-02-28,Utah Jazz,UTA vs. WAS,1,129,1
2020-02-28,Milwaukee Bucks,MIL vs. OKC,1,133,1
2020-02-28,Oklahoma City Thunder,OKC @ MIL,0,86,0
2020-02-28,Denver Nuggets,DEN @ LAC,0,103,0
2020-02-28,Orlando Magic,ORL vs. MIN,1,136,1
2020-02-28,Miami Heat,MIA vs. DAL,1,126,1
2020-02-28,Brooklyn Nets,BKN @ ATL,0,118,0
2020-02-28,Rio Grande Valley Vipers,RGV @ SCW,0,128,0
2020-02-28,Toronto Raptors,TOR vs. CHA,0,96,1
2020-02-28,Dallas Mavericks,DAL @ MIA,0,118,0
2020-02-27,Capital City Go-Go,CAP @ CPS,1,133,0
2020-02-27,Austin Spurs,AUS @ ACC,0,104,0
2020-02-27,College Park Skyhawks,CPS vs. CAP,0,104,1
2020-02-27,Long Island Nets,LIN vs. ERI,0,124,1
2020-02-27,Lakeland Magic,LAK @ MNE,1,106,0
2020-02-27,New York Knicks,NYK @ PHI,0,106,0
2020-02-27,Oklahoma City Thunder,OKC vs. SAC,1,112,1
2020-02-27,Philadelphia 76ers,PHI vs. NYK,1,115,1
2020-02-27,Los Angeles Lakers,LAL @ GSW,1,116,0
2020-02-27,Golden State Warriors,GSW vs. LAL,0,86,1
2020-02-27,Erie BayHawks,ERI @ LIN,1,125,0
2020-02-27,Maine Red Claws,MNE vs. LAK,0,103,1
2020-02-27,Indiana Pacers,IND vs. POR,1,106,1
2020-02-27,Portland Trail Blazers,POR @ IND,0,100,0
2020-02-27,Sacramento Kings,SAC @ OKC,0,108,0
2020-02-27,Wisconsin Herd,WIS vs. DEL,1,125,1
2020-02-27,Agua Caliente Clippers,ACC vs. AUS,1,118,1
2020-02-27,Delaware Blue Coats,DEL @ WIS,0,106,0
2020-02-26,Stockton Kings,STO vs. SLC,0,99,1
2020-02-26,Boston Celtics,BOS @ UTA,1,114,0
2020-02-26,Westchester Knicks,WES vs. GBO,1,129,1
2020-02-26,Philadelphia 76ers,PHI @ CLE,0,94,0
2020-02-26,Miami Heat,MIA vs. MIN,0,126,1
2020-02-26,South Bay Lakers,SBL vs. SCW,1,128,1
2020-02-26,Phoenix Suns,PHX vs. LAC,0,92,1
2020-02-26,Dallas Mavericks,DAL @ SAS,1,109,0
