GAME_DATE,TEAM_NAME,MATCHUP,WL,PTS
2024-06-21,Las Vegas Aces,LVA vs. CON,W,85
2024-06-21,Indiana Fever,IND @ ATL,W,91
2024-06-21,Atlanta Dream,ATL vs. IND,L,79
2024-06-20,New York Liberty,NYL vs. LAS,W,93
2024-06-20,Dallas Wings,DAL @ CHI,L,72
2024-06-20,Los Angeles Sparks,LAS @ NYL,L,80
2024-06-20,Chicago Sky,CHI vs. DAL,W,83
2024-06-19,Seattle Storm,SEA @ LVA,L,83
2024-06-19,Las Vegas Aces,LVA vs. SEA,W,94
2024-06-19,Atlanta Dream,ATL @ MIN,L,55
2024-06-19,Minnesota Lynx,MIN vs. ATL,W,68
2024-06-19,Washington Mystics,WAS @ IND,L,81
2024-06-19,Indiana Fever,IND vs. WAS,W,88
2024-06-18,Los Angeles Sparks,LAS @ CON,L,70
2024-06-18,Connecticut Sun,CON vs. LAS,W,79
2024-06-18,New York Liberty,NYL @ PHO,L,93
2024-06-18,Phoenix Mercury,PHO vs. NYL,W,99
2024-06-17,Minnesota Lynx,MIN vs. DAL,W,90
2024-06-17,Dallas Wings,DAL @ MIN,L,78
2024-06-16,Indiana Fever,IND vs. CHI,W,91
2024-06-16,Atlanta Dream,ATL vs. LAS,W,87
2024-06-16,Chicago Sky,CHI @ IND,L,83
2024-06-16,Seattle Storm,SEA @ PHO,L,78
2024-06-16,Phoenix Mercury,PHO vs. SEA,W,87
2024-06-16,Los Angeles Sparks,LAS @ ATL,L,74
2024-06-15,New York Liberty,NYL @ LVA,W,90
2024-06-15,Dallas Wings,DAL vs. CON,L,67
2024-06-15,Las Vegas Aces,LVA vs. NYL,L,82
2024-06-15,Connecticut Sun,CON @ DAL,W,85
2024-06-14,Minnesota Lynx,MIN vs. LAS,W,81
2024-06-14,Washington Mystics,WAS vs. CHI,W,83
2024-06-14,Los Angeles Sparks,LAS @ MIN,L,76
2024-06-14,Chicago Sky,CHI @ WAS,L,81
2024-06-13,Las Vegas Aces,LVA @ PHO,W,103
2024-06-13,Indiana Fever,IND vs. ATL,W,91
2024-06-13,Dallas Wings,DAL vs. SEA,L,84
2024-06-13,Atlanta Dream,ATL @ IND,L,84
2024-06-13,Phoenix Mercury,PHO vs. LVA,L,99
2024-06-13,Seattle Storm,SEA @ DAL,W,92
2024-06-12,Chicago Sky,CHI vs. CON,L,75
2024-06-12,Connecticut Sun,CON @ CHI,W,83
2024-06-11,Seattle Storm,SEA vs. LAS,W,95
2024-06-11,Minnesota Lynx,MIN @ LVA,W,100
2024-06-11,Las Vegas Aces,LVA vs. MIN,L,86
2024-06-11,Los Angeles Sparks,LAS @ SEA,L,79
2024-06-11,Atlanta Dream,ATL vs. WAS,L,68
2024-06-11,Washington Mystics,WAS @ ATL,W,87
2024-06-10,Connecticut Sun,CON vs. IND,W,89
2024-06-10,Indiana Fever,IND @ CON,L,72
2024-06-09,Los Angeles Sparks,LAS vs. LVA,W,96
2024-06-09,Minnesota Lynx,MIN vs. SEA,W,83
2024-06-09,Washington Mystics,WAS @ NYL,L,88
2024-06-09,Seattle Storm,SEA @ MIN,L,64
2024-06-09,New York Liberty,NYL vs. WAS,W,93
2024-06-09,Phoenix Mercury,PHO @ DAL,W,97
2024-06-09,Las Vegas Aces,LVA @ LAS,L,92
2024-06-09,Dallas Wings,DAL vs. PHO,L,90
2024-06-08,Atlanta Dream,ATL @ CHI,W,89
2024-06-08,Connecticut Sun,CON vs. NYL,L,75
2024-06-08,Chicago Sky,CHI vs. ATL,L,80
2024-06-08,New York Liberty,NYL @ CON,W,82
2024-06-07,Seattle Storm,SEA @ LVA,W,78
